State,State Abbreviation,County,FIPS,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Epidemiological Factors,Healthcare System Factors,CCVI Score
Virginia,VA,Alleghany,51005,0.594078319,0.567335244,0.130850048,0.560331105,0.459089462,0.188156638,0.248965
Washington,WA,Columbia,53013,0.267430755,0.799108564,0.677809615,0.82617001,0.099649793,0.204711875,0.248647
Virginia,VA,Goochland,51075,0.034702324,0.088825215,0.459726202,0.05666985,0.678764725,0.694683222,0.248329
Pennsylvania,PA,Lackawanna,42069,0.3527539,0.430436167,0.546959567,0.186564788,0.242597899,0.40942375,0.24801
New York,NY,Greene,36039,0.347341611,0.11779688,0.437440306,0.391913403,0.044253422,0.974530404,0.247692
Kentucky,KY,Pike,21195,0.937599491,0.772047119,0.034383954,0.466093601,0.227634511,0.154409424,0.247373
Michigan,MI,Alpena,26007,0.495383636,0.64851958,0.154091054,0.381088825,0.519261382,0.200891436,0.247055
Georgia,GA,Clarke,13059,0.696275072,0.047755492,0.850684495,0.513849093,0.148042025,0.284304362,0.246737
Indiana,IN,Steuben,18151,0.29544731,0.325692455,0.303724928,0.142311366,0.332059854,0.546004457,0.246418
Minnesota,MN,Cook,27031,0.074816937,0.250875517,0.330468004,0.968799745,0.665711557,0.153454314,0.2461
Nevada,NV,Douglas,32005,0.148360395,0.283667622,0.604902897,0.0614454,0.393505253,0.515122572,0.245782
Indiana,IN,Huntington,18069,0.266157275,0.188793378,0.166825852,0.219675263,0.29608405,0.722699777,0.245463
Iowa,IA,Fayette,19065,0.246099968,0.52976759,0.241006049,0.187519898,0.313276027,0.501114295,0.245145
Kansas,KS,Norton,20137,0.23591213,0.125756129,0.536134989,0.968163005,0.349251831,0.247055078,0.244826
Nevada,NV,White Pine,32033,0.403693091,0.260426616,0.64947469,0.657115568,0.17414836,0.299267749,0.244508
Alaska,AK,Ketchikan Gateway,02130,0.272206304,0.372811207,0.712830309,0.927730022,0.298949379,0.019102197,0.24419
North Carolina,NC,Watauga,37189,0.617319325,0.026106336,0.280802292,0.770455269,0.037567654,0.889843999,0.243871
Ohio,OH,Hancock,39063,0.219993633,0.169054441,0.361031519,0.453040433,0.913721745,0.153135944,0.243553
Minnesota,MN,Steele,27147,0.196434257,0.309773957,0.485195798,0.539000318,0.028653295,0.671760586,0.243235
Kansas,KS,Labette,20099,0.540273798,0.8252149,0.318051576,0.656160458,0.29385546,0.124801019,0.242916
California,CA,Alameda,06001,0.184017829,0.028016555,0.970709965,0.603629417,0.093282394,0.41324419,0.242598
Kansas,KS,Leavenworth,20103,0.147723655,0.279528812,0.518306272,0.066857689,0.29290035,0.616045845,0.24228
Georgia,GA,Catoosa,13047,0.339063992,0.282712512,0.337790513,0.080865966,0.101560013,0.910219675,0.241961
Indiana,IN,Whitley,18183,0.128303088,0.538681948,0.042661573,0.101560013,0.390321554,0.64501751,0.241643
Maine,ME,Aroostook,23003,0.605858007,0.718560968,0.255332697,0.726201847,0.297675899,0.134033747,0.241324
Michigan,MI,Dickinson,26043,0.232091691,0.595670169,0.141356256,0.549188157,0.438395415,0.332378223,0.241006
Kansas,KS,Comanche,20033,0.048392232,0.744030564,0.06080866,0.447946514,0.64501751,0.341292582,0.240688
Wisconsin,WI,Richland,55103,0.312957657,0.500795925,0.330149634,0.687042343,0.427252467,0.222222222,0.240369
Kentucky,KY,Boone,21015,0.091690544,0.154409424,0.511620503,0.023877746,0.625915314,0.59089462,0.240051
Nebraska,NE,Boyd,31015,0.080229226,0.692773002,0.211079274,0.551735116,0.808659663,0.140401146,0.239733
Louisiana,LA,Lafayette,22055,0.405284941,0.172238141,0.76663483,0.453677173,0.52658389,0.073225088,0.239414
Mississippi,MS,Lowndes,28087,0.754218402,0.443170965,0.695956702,0.302769819,0.286532951,0.037249284,0.239096
Pennsylvania,PA,Snyder,42109,0.290671761,0.17510347,0.287169691,0.314867876,0.171601401,0.735434575,0.238777
Pennsylvania,PA,Bradford,42015,0.427570837,0.719834448,0.136262337,0.379815345,0.459407832,0.23591213,0.238459
Illinois,IL,Adams,17001,0.243871379,0.507481694,0.144539955,0.158229863,0.376631646,0.514485833,0.238141
Minnesota,MN,Waseca,27161,0.169372811,0.299904489,0.370900987,0.673352436,0.05794333,0.632601082,0.237822
Wisconsin,WI,Lincoln,55069,0.201846546,0.23400191,0.062718879,0.257879656,0.758357211,0.386182744,0.237504
Kansas,KS,Rush,20165,0.314549507,0.5307227,0.039796243,0.089143585,0.592168099,0.425023878,0.237186
Colorado,CO,Custer,08027,0.512575613,0.304043298,0.596625279,0.348615091,0.160458453,0.363260108,0.236867
Utah,UT,Uintah,49047,0.566380134,0.196434257,0.524036931,0.597580388,0.00286533,0.538681948,0.236549
Wisconsin,WI,Dodge,55027,0.249283668,0.143266476,0.363578478,0.449538364,0.845590576,0.1747851,0.236231
Tennessee,TN,Knox,47093,0.279210443,0.133078637,0.519898122,0.104743712,0.991404011,0.11779688,0.235912
Kansas,KS,Douglas,20045,0.2330468,0.019420567,0.571155683,0.466411971,0.46832219,0.524036931,0.235594
Illinois,IL,Will,17197,0.139764406,0.053486151,0.817574021,0.009232728,0.198026106,0.950015918,0.235275
Maryland,MD,Montgomery,24031,0.081821076,0.037567654,0.949379179,0.128939828,0.916905444,0.048710602,0.234957
California,CA,Tuolumne,06109,0.312002547,0.405284941,0.492199936,0.779687997,0.109519261,0.401146132,0.234639
California,CA,Sierra,06091,0.149315505,0.101241643,0.335561923,0.58707418,0.244189748,0.712511939,0.23432
West Virginia,WV,Wyoming,54109,0.961158867,0.788283986,0.007640879,0.458771092,0.172238141,0.17510347,0.234002
Virginia,VA,Henrico,51087,0.184654569,0.131805158,0.843043617,0.063992359,0.210442534,0.53167781,0.233684
Pennsylvania,PA,Dauphin,42043,0.269977714,0.228589621,0.743712194,0.2330468,0.583572111,0.132760267,0.233365
Wisconsin,WI,Wood,55141,0.1779688,0.370264247,0.300222859,0.338745622,0.982489653,0.034383954,0.233047
Ohio,OH,Seneca,39147,0.390003184,0.383317415,0.268067494,0.247055078,0.254059217,0.464820121,0.232728
South Carolina,SC,Horry,45051,0.515440942,0.446036294,0.635148042,0.200254696,0.35148042,0.17605858,0.23241
Georgia,GA,Paulding,13223,0.29353709,0.091372174,0.607131487,0.016873607,0.156956383,0.960522127,0.232092
Utah,UT,Millard,49027,0.340974212,0.521808341,0.773002229,0.696593442,0.020375677,0.290353391,0.231773
Virginia,VA,Chesapeake City,51550,0.154409424,0.125119389,0.722063037,0.025469596,0.206622095,0.7637695,0.231455
Minnesota,MN,Renville,27129,0.192613817,0.277618593,0.467048711,0.709964979,0.076090417,0.556829035,0.231137
Kansas,KS,Smith,20183,0.192932187,0.699140401,0.077363897,0.11493155,0.532951289,0.434256606,0.230818
Arkansas,AR,Boone,05009,0.549188157,0.827761859,0.049347342,0.401464502,0.538363578,0.113976441,0.2305
Pennsylvania,PA,Wyoming,42131,0.306908628,0.35179879,0.066220949,0.261381726,0.181470869,0.700095511,0.230181
Nebraska,NE,Garfield,31071,0.025787966,0.769500159,0.010506208,0.41165234,0.622094874,0.418019739,0.229863
Minnesota,MN,Chippewa,27023,0.154727794,0.678764725,0.624641834,0.798471824,0.080865966,0.326647564,0.229545
Texas,TX,Hood,48221,0.168099331,0.206303725,0.64915632,0.138809296,0.441260745,0.394141993,0.229226
Wisconsin,WI,Waushara,55137,0.403374721,0.340974212,0.483603948,0.626233684,0.147723655,0.344476281,0.228908
Texas,TX,Carson,48065,0.031518625,0.448264884,0.464501751,0.049665712,0.345431391,0.694046482,0.22859
Texas,TX,Kendall,48259,0.033747214,0.451766953,0.747214263,0.450493473,0.092645654,0.495065266,0.228271
Iowa,IA,Iowa,19095,0.053486151,0.2362305,0.158866603,0.596306909,0.29194524,0.698185291,0.227953
Arkansas,AR,Baxter,05005,0.451130213,0.640241961,0.087233365,0.403374721,0.577204712,0.163323782,0.227635
Virginia,VA,Frederick,51069,0.131486788,0.17669532,0.5858007,0.079592486,0.130850048,0.888252149,0.227316
Illinois,IL,Mercer,17131,0.321553645,0.427889207,0.041388093,0.034065584,0.216809933,0.870105062,0.226998
North Dakota,ND,Walsh,38099,0.224132442,0.547596307,0.526265521,0.325374085,0.282394142,0.304043298,0.226679
Virginia,VA,Greene,51079,0.255651067,0.29481057,0.502387775,0.147723655,0.043298313,0.853549825,0.226361
Michigan,MI,Livingston,26093,0.030881885,0.045526902,0.161413563,0.014645018,0.9385546,0.808659663,0.226043
Mississippi,MS,Madison,28089,0.137535817,0.090417065,0.781598217,0.093282394,0.325374085,0.538045209,0.225724
Minnesota,MN,Roseau,27135,0.140082776,0.271887934,0.335243553,0.737026425,0.069723018,0.689270933,0.225406
Minnesota,MN,Redwood,27127,0.209169054,0.486150907,0.301177969,0.667621777,0.12034384,0.504934734,0.225088
Nebraska,NE,Dundy,31057,0.346386501,0.760585801,0.723018147,0.194524037,0.384590895,0.071314868,0.224769
Virginia,VA,Prince William,51153,0.134033747,0.034065584,0.946513849,0.030881885,0.070996498,0.838268067,0.224451
Minnesota,MN,Pipestone,27117,0.244508118,0.623368354,0.689907673,0.636103152,0.124164279,0.23559376,0.224132
Louisiana,LA,St. Tammany,22103,0.2913085,0.359439669,0.64565425,0.111747851,0.678446355,0.099649793,0.223814
Kentucky,KY,Kenton,21117,0.282394142,0.242279529,0.386819484,0.143266476,0.839859917,0.17924228,0.223496
Ohio,OH,Henry,39069,0.190703598,0.568290353,0.246736708,0.202801656,0.268067494,0.47086915,0.223177
Indiana,IN,Warren,18171,0.225724292,0.872970392,0.089780325,0.144539955,0.183062719,0.544730977,0.222859
Pennsylvania,PA,York,42133,0.240050939,0.253422477,0.489016237,0.11779688,0.169691181,0.608086597,0.222541
Kansas,KS,Wabaunsee,20197,0.051257561,0.58707418,0.241961159,0.381725565,0.185928048,0.609996816,0.222222
Minnesota,MN,Pennington,27113,0.136580707,0.426934097,0.342884432,0.714740528,0.077682267,0.556192295,0.221904
Mississippi,MS,DeSoto,28033,0.322827125,0.222222222,0.732887615,0.039796243,0.716650748,0.144858325,0.221585
Texas,TX,Gillespie,48171,0.261063356,0.29703916,0.890480739,0.572747533,0.301814709,0.065265839,0.221267
Iowa,IA,Cedar,19031,0.034065584,0.11493155,0.185609678,0.120980579,0.581661891,0.770136899,0.220949
Arizona,AZ,Coconino,04005,0.513530723,0.097102833,0.839223177,0.8252149,0.107609042,0.192613817,0.22063
Idaho,ID,Lemhi,16059,0.369627507,0.523718561,0.212989494,0.913721745,0.220312003,0.23654887,0.220312
Kansas,KS,Pratt,20151,0.284941102,0.257242916,0.534224769,0.885386819,0.464183381,0.071951608,0.219994
Arizona,AZ,Maricopa,04013,0.368035657,0.135625597,0.879337791,0.249602038,0.126074499,0.303724928,0.219675
Minnesota,MN,Pope,27121,0.045208532,0.343202802,0.11779688,0.270296084,0.596625279,0.476281439,0.219357
Kansas,KS,Mitchell,20123,0.254695957,0.886660299,0.139127666,0.620821394,0.462909901,0.138809296,0.219039
Kansas,KS,Sheridan,20179,0.016873607,0.859598854,0.202164916,0.044571792,0.536453359,0.514167463,0.21872
Colorado,CO,Montrose,08085,0.612543776,0.58962114,0.777141038,0.478828399,0.007640879,0.163005412,0.218402
West Virginia,WV,Grant,54023,0.668258516,0.370582617,0.324100605,0.214899713,0.679083095,0.008595989,0.218083
Minnesota,MN,Meeker,27093,0.067812798,0.321553645,0.304998408,0.82425979,0.073543457,0.677491245,0.217765
Minnesota,MN,Beltrami,27007,0.520216492,0.488697867,0.417382999,0.88379497,0.028016555,0.299904489,0.217447
Wyoming,WY,Washakie,56043,0.495065266,0.756128621,0.425660618,0.746259153,0.214262974,0.092327284,0.217128
South Dakota,SD,Brule,46015,0.330149634,0.807386183,0.170009551,0.930913722,0.327284304,0.080229226,0.21681
Wisconsin,WI,Vilas,55125,0.347978351,0.539955428,0.2913085,0.276026743,0.64629099,0.121617319,0.216492
Kansas,KS,Reno,20155,0.407831901,0.456860872,0.495383636,0.399554282,0.501432665,0.096466094,0.216173
Indiana,IN,St. Joseph,18141,0.404329831,0.304998408,0.584845591,0.154091054,0.539955428,0.120980579,0.215855
South Dakota,SD,Hamlin,46057,0.078319007,0.341610952,0.481693728,0.82234957,0.109200891,0.497930595,0.215536
Colorado,CO,Montezuma,08083,0.494428526,0.633556192,0.559057625,0.525310411,0.074816937,0.252785737,0.215218
Minnesota,MN,Morrison,27097,0.297675899,0.388411334,0.23495702,0.660936008,0.052212671,0.569563833,0.2149
Nebraska,NE,Sherman,31163,0.135625597,0.52785737,0.249283668,0.361668259,0.552053486,0.301496339,0.214581
Ohio,OH,Defiance,39039,0.239732569,0.390639924,0.390639924,0.2362305,0.362304998,0.387137854,0.214263
Iowa,IA,Johnson,19103,0.120980579,0.011142948,0.724291627,0.602355938,0.961477237,0.102833493,0.213945
Indiana,IN,Ohio,18115,0.128939828,0.090735435,0.009869468,0.076727157,0.64660936,0.743075454,0.213626
South Dakota,SD,Miner,46097,0.23400191,0.482648838,0.166507482,0.566380134,0.463546641,0.297994269,0.213308
New Jersey,NJ,Mercer,34021,0.273798153,0.072269978,0.921680993,0.184972939,0.333970073,0.223495702,0.212989
Georgia,GA,Chattahoochee,13053,0.558739255,0.0614454,0.712193569,0.465138491,0.035339064,0.512893983,0.212671
Idaho,ID,Clearwater,16035,0.593441579,0.517669532,0.076090417,0.871060172,0.147405285,0.253422477,0.212353
Kansas,KS,Harvey,20079,0.226042662,0.634829672,0.585163961,0.775549188,0.165552372,0.190066858,0.212034
Oklahoma,OK,Canadian,40017,0.146450175,0.249283668,0.668258516,0.077363897,0.505253104,0.343839542,0.211716
Minnesota,MN,Aitkin,27001,0.442215855,0.503661254,0.123527539,0.406876791,0.173193251,0.435530086,0.211398
Colorado,CO,Pueblo,08101,0.620503025,0.725565107,0.773638968,0.323782235,0.050302451,0.079592486,0.211079
New Mexico,NM,Bernalillo,35001,0.47118752,0.276345113,0.921999363,0.219356893,0.112066221,0.126074499,0.210761
New York,NY,Albany,36001,0.148042025,0.05762496,0.728430436,0.267749124,0.391913403,0.444126074,0.210443
Washington,WA,Whitman,53075,0.508755174,0.027061445,0.661572748,0.900350207,0.006367399,0.498248965,0.210124
Nevada,NV,Storey,32029,0.067176059,0.758993951,0.420566699,0.016555237,0.340019102,0.554918816,0.209806
Utah,UT,Duchesne,49013,0.64501751,0.397325692,0.597580388,0.839223177,0.009869468,0.228589621,0.209487
Michigan,MI,Grand Traverse,26055,0.131805158,0.191658707,0.29672079,0.407513531,0.697548551,0.264883795,0.209169
Nebraska,NE,Harlan,31083,0.184336199,0.64756447,0.279210443,0.241961159,0.854186565,0.044253422,0.208851
Iowa,IA,Dubuque,19061,0.173511621,0.189111748,0.297675899,0.192932187,0.29672079,0.58739255,0.208532
Illinois,IL,Bureau,17011,0.362941738,0.658070678,0.424705508,0.156319643,0.145495065,0.401782872,0.208214
Minnesota,MN,Nicollet,27103,0.121935689,0.200573066,0.47086915,0.665711557,0.018783827,0.716969118,0.207896
Minnesota,MN,Lincoln,27081,0.161095193,0.559375995,0.012734798,0.518943012,0.714422159,0.207895575,0.207577
Maryland,MD,Baltimore,24005,0.17892391,0.136580707,0.827443489,0.090735435,0.603947787,0.17446673,0.207259
Nevada,NV,Elko,32007,0.289079911,0.166507482,0.801018784,0.367080548,0.067176059,0.402737982,0.20694
New York,NY,Tompkins,36109,0.254377587,0.017510347,0.555555556,0.789239096,0.033428844,0.811843362,0.206622
South Dakota,SD,McPherson,46089,0.771728749,0.428525947,0.138490926,0.334606813,0.196752627,0.302451449,0.206304
New York,NY,Putnam,36079,0.054441261,0.014326648,0.724609997,0.069086278,0.319006686,0.911493155,0.205985
Mississippi,MS,Oktibbeha,28105,0.829353709,0.045845272,0.727156956,0.757402101,0.106017192,0.216491563,0.205667
Indiana,IN,Dearborn,18029,0.247055078,0.253740847,0.049984082,0.042979943,0.575612862,0.542820758,0.205349
Idaho,ID,Boundary,16021,0.415791149,0.426615727,0.441579115,0.813116842,0.098694683,0.302133079,0.20503
District of Columbia,DC,District of Columbia,11001,0.308500478,0.063037249,0.8834766,0.899076727,0.304361668,0.00286533,0.204712
Utah,UT,Davis,49011,0.045845272,0.083731296,0.495702006,0.047755492,0.790830946,0.467048711,0.204394
Wisconsin,WI,Rusk,55107,0.501432665,0.749761223,0.137217447,0.349251831,0.520216492,0.104743712,0.204075
Missouri,MO,Boone,29019,0.23463865,0.055078001,0.602355938,0.538045209,0.796879975,0.101241643,0.203757
Illinois,IL,Putnam,17155,0.109837631,0.23272843,0.369309137,0.029290035,0.245781598,0.896848138,0.203438
Indiana,IN,Posey,18129,0.153135944,0.11938873,0.014326648,0.080547596,0.521171601,0.771728749,0.20312
Maryland,MD,Allegany,24001,0.630372493,0.385864374,0.298631009,0.553326966,0.476918179,0.046800382,0.202802
Indiana,IN,Porter,18127,0.1747851,0.139764406,0.462909901,0.05858007,0.472461,0.52881248,0.202483
Wisconsin,WI,Racine,55101,0.265520535,0.326647564,0.616682585,0.17446673,0.308182108,0.257879656,0.202165
Kansas,KS,Lane,20101,0.104743712,0.716014008,0.250557147,0.151544094,0.5307227,0.328557784,0.201847
Nebraska,NE,Jefferson,31095,0.206940465,0.656797198,0.474689589,0.041706463,0.722381407,0.076727157,0.201528
Ohio,OH,Darke,39037,0.299904489,0.390321554,0.045208532,0.053486151,0.541865648,0.457815982,0.20121
Alaska,AK,Kenai Peninsula,02122,0.359121299,0.327284304,0.472461,0.912129895,0.257879656,0.128939828,0.200891
Ohio,OH,Williams,39171,0.415472779,0.593441579,0.165552372,0.29640242,0.485832537,0.202801656,0.200573
Kansas,KS,Brown,20013,0.336198663,0.897803247,0.360076409,0.180197389,0.138809296,0.35370901,0.200255
North Dakota,ND,McIntosh,38051,0.168417701,0.508118434,0.17701369,0.59057625,0.578478192,0.205985355,0.199936
Minnesota,MN,Yellow Medicine,27173,0.23241006,0.698503661,0.448264884,0.785737026,0.096147724,0.29672079,0.199618
North Dakota,ND,Williams,38105,0.020057307,0.049665712,0.513530723,0.891754218,0.527539,0.377268386,0.1993
Minnesota,MN,Wright,27171,0.021330786,0.096466094,0.336835403,0.360394779,0.405921681,0.70773639,0.198981
Washington,WA,Kitsap,53035,0.144539955,0.279210443,0.537726839,0.396370583,0.134352117,0.484240688,0.198663
Virginia,VA,Fredericksburg City,51630,0.373129577,0.144858325,0.877109201,0.424068768,0.152499204,0.186564788,0.198344
Wisconsin,WI,Green,55045,0.05730659,0.245463228,0.281439032,0.23432028,0.959567017,0.180834129,0.198026
South Dakota,SD,Tripp,46123,0.452085323,0.436803566,0.35179879,0.23814072,0.379178606,0.242279529,0.197708
Washington,WA,Walla Walla,53071,0.396052213,0.387456224,0.835721108,0.561604585,0.068767908,0.157274753,0.197389
Kansas,KS,Saline,20169,0.29385546,0.457497612,0.633556192,0.210442534,0.494110156,0.070041388,0.197071
South Carolina,SC,York,45091,0.324737345,0.17765043,0.639605221,0.108882521,0.054759631,0.610951926,0.196753
Virginia,VA,Mathews,51115,0.098376313,0.100604903,0.163960522,0.094874244,0.602355938,0.626870423,0.196434
Delaware,DE,New Castle,10003,0.256287806,0.108882521,0.82553327,0.137535817,0.717605858,0.036930914,0.196116
Kansas,KS,Jewell,20089,0.228589621,0.395097103,0.122254059,0.107609042,0.639605221,0.321553645,0.195798
Virginia,VA,Virginia Beach City,51810,0.121617319,0.094555874,0.751671442,0.024196116,0.169372811,0.752944922,0.195479
West Virginia,WV,Ohio,54069,0.282075772,0.301177969,0.172556511,0.509073543,0.907035976,0.00127348,0.195161
Wyoming,WY,Big Horn,56003,0.506526584,0.793696275,0.479146769,0.563833174,0.123527539,0.148678765,0.194842
Iowa,IA,Palo Alto,19147,0.042024833,0.489334607,0.396370583,0.29512894,0.509710283,0.340974212,0.194524
Nebraska,NE,Box Butte,31013,0.314867876,0.434256606,0.456542502,0.875835721,0.276663483,0.099968163,0.194206
Virginia,VA,King George,51099,0.048710602,0.089461955,0.555237186,0.039159503,0.320916905,0.889525629,0.193887
Wisconsin,WI,Langlade,55067,0.548233047,0.576249602,0.256924546,0.29576568,0.241006049,0.23241006,0.193569
Texas,TX,Brown,48049,0.475326329,0.429799427,0.788602356,0.504616364,0.160140083,0.078000637,0.193251
Maryland,MD,Worcester,24047,0.207577205,0.297675899,0.456224132,0.288761541,0.684813754,0.120662209,0.192932
Arkansas,AR,Faulkner,05045,0.41197071,0.182744349,0.502069405,0.222222222,0.240050939,0.405284941,0.192614
Alaska,AK,Sitka City and Borough,02220,0.065265839,0.215536453,0.783826807,0.987901942,0.286851321,0.030245145,0.192295
West Virginia,WV,Pocahontas,54075,0.642152181,0.52913085,0.004138809,0.753581662,0.541547278,0.018783827,0.191977
Maine,ME,Waldo,23027,0.385864374,0.557465775,0.075772047,0.426934097,0.307226998,0.306590258,0.191659
Nebraska,NE,Scotts Bluff,31157,0.399554282,0.829035339,0.702005731,0.407195161,0.141674626,0.008914358,0.19134
Montana,MT,Liberty,30051,0.228271251,0.778096148,0.426615727,0.977077364,0.173511621,0.015281757,0.191022
Minnesota,MN,Stevens,27149,0.141356256,0.023241006,0.638013372,0.931550462,0.305316778,0.363896848,0.190704
Kansas,KS,Trego,20195,0.028016555,0.637695002,0.029926775,0.081502706,0.573384273,0.525947151,0.190385
Minnesota,MN,Ramsey,27123,0.279528812,0.17542184,0.846545686,0.734797835,0.05921681,0.196752627,0.190067
Minnesota,MN,Jackson,27063,0.071633238,0.210442534,0.373447947,0.151225724,0.618592805,0.423432028,0.189748
Maine,ME,Oxford,23017,0.568608723,0.533269659,0.101560013,0.510665393,0.253104107,0.238459089,0.18943
West Virginia,WV,Brooke,54009,0.304998408,0.493473416,0.063037249,0.427252467,0.82457816,0.029608405,0.189112
Montana,MT,Wibaux,30109,0.444762814,0.989812162,0.462591531,0.455905762,0.108882521,0.090735435,0.188793
Nebraska,NE,Nuckolls,31129,0.152817574,0.608723337,0.377268386,0.541228908,0.624323464,0.046482012,0.188475
Illinois,IL,Jersey,17083,0.205348615,0.172556511,0.23527539,0.192295447,0.134670487,0.805475963,0.188157
Illinois,IL,Effingham,17049,0.193887297,0.29417383,0.242279529,0.429162687,0.17382999,0.525310411,0.187838
Iowa,IA,Linn,19113,0.079910856,0.140719516,0.486150907,0.205348615,0.676854505,0.29481057,0.18752
Oklahoma,OK,Cleveland,40027,0.215854823,0.183699459,0.686405603,0.074498567,0.775230818,0.111111111,0.187202
Nebraska,NE,Furnas,31065,0.251512257,0.838268067,0.205666985,0.742757084,0.41451767,0.076090417,0.186883
Virginia,VA,Roanoke,51161,0.088506845,0.17414836,0.504934734,0.064310729,0.253740847,0.683221904,0.186565
Washington,WA,Snohomish,53061,0.108245782,0.071633238,0.829353709,0.41451767,0.089143585,0.536453359,0.186246
California,CA,El Dorado,06017,0.145495065,0.141674626,0.662846227,0.148997135,0.103470232,0.611270296,0.185928
Minnesota,MN,Carlton,27017,0.223814072,0.274434893,0.205348615,0.82489653,0.039796243,0.539637058,0.18561
Ohio,OH,Putnam,39137,0.070996498,0.188475008,0.284941102,0.171601401,0.261700096,0.713467049,0.185291
Pennsylvania,PA,Montgomery,42091,0.035657434,0.06049029,0.677172875,0.072588348,0.899395097,0.267112385,0.184973
Montana,MT,Chouteau,30015,0.366125438,0.361668259,0.650429799,0.947787329,0.158548233,0.015600127,0.184655
Virginia,VA,Clarke,51043,0.183062719,0.240050939,0.428207577,0.037249284,0.092964024,0.874243871,0.184336
Iowa,IA,Pottawattamie,19155,0.258516396,0.483603948,0.448583254,0.298312639,0.335561923,0.215536453,0.184018
Illinois,IL,Kendall,17093,0.101241643,0.067812798,0.858962114,0.011461318,0.111747851,0.914040115,0.183699
South Carolina,SC,Lexington,45063,0.35339064,0.276981853,0.663164597,0.106335562,0.205985355,0.309773957,0.183381
Oklahoma,OK,Ellis,40045,0.58834766,0.805475963,0.41356256,0.382043935,0.150588984,0.105062082,0.183063
Missouri,MO,St. Louis,29189,0.138490926,0.192932187,0.655205349,0.054759631,0.698503661,0.194842407,0.182744
Nevada,NV,Eureka,32011,0.018465457,0.591212989,0.11556829,0.666666667,0.150907354,0.571792423,0.182426
Iowa,IA,Madison,19121,0.062082139,0.298949379,0.252467367,0.087233365,0.269340974,0.683540274,0.182108
Minnesota,MN,Itasca,27061,0.309455587,0.502069405,0.192932187,0.806431073,0.085641515,0.373129577,0.181789
New Jersey,NJ,Warren,34041,0.196752627,0.097421203,0.690226043,0.181789239,0.451448583,0.29608405,0.181471
North Dakota,ND,McKenzie,38053,0.144858325,0.079592486,0.657433938,0.981852913,0.262018465,0.188793378,0.181152
Nebraska,NE,Buffalo,31019,0.17446673,0.110156001,0.52722063,0.685768863,0.76663483,0.007004139,0.180834
Virginia,VA,Manassas City,51683,0.405921681,0.017828717,0.975167144,0.096147724,0.131168418,0.339700732,0.180516
California,CA,Mono,06051,0.202801656,0.007322509,0.860553964,0.754218402,0.017191977,0.596625279,0.180197
New Jersey,NJ,Sussex,34037,0.046163642,0.025787966,0.477873289,0.011779688,0.952562878,0.532632919,0.179879
Virginia,VA,King William,51101,0.150907354,0.163323782,0.398917542,0.015600127,0.364215218,0.750079592,0.179561
Illinois,IL,Piatt,17147,0.066220949,0.224132442,0.05953518,0.030563515,0.392550143,0.914995224,0.179242
Texas,TX,Brazos,48041,0.460999682,0.031836995,0.891435848,0.512893983,0.070678128,0.289398281,0.178924
Nebraska,NE,Polk,31143,0.227316141,0.442534225,0.368990767,0.82107609,0.465775231,0.066220949,0.178606
Kansas,KS,Kingman,20095,0.125756129,0.562559694,0.163642152,0.160458453,0.579433301,0.29512894,0.178287
Minnesota,MN,Otter Tail,27111,0.138809296,0.331741484,0.248328558,0.676536135,0.05666985,0.552690226,0.177969
South Dakota,SD,Hutchinson,46067,0.363578478,0.711875199,0.172238141,0.709646609,0.215536453,0.195479147,0.17765
Mississippi,MS,Lafayette,28071,0.59025788,0.053804521,0.620821394,0.554918816,0.557784145,0.034702324,0.177332
Michigan,MI,Ingham,26065,0.401146132,0.155364534,0.722699777,0.278573703,0.165234002,0.259153136,0.177014
Tennessee,TN,Hamilton,47065,0.313912767,0.190066858,0.622731614,0.221903852,0.580706781,0.088506845,0.176695
Minnesota,MN,Kandiyohi,27067,0.197070996,0.356255969,0.652658389,0.499522445,0.040114613,0.328239414,0.176377
Maryland,MD,Cecil,24015,0.258198026,0.198981216,0.455905762,0.496657116,0.525310411,0.160776823,0.176059
Iowa,IA,Black Hawk,19013,0.290990131,0.195797517,0.562559694,0.290990131,0.365170328,0.249602038,0.17574
Texas,TX,Lubbock,48303,0.442534225,0.273161414,0.855460045,0.428525947,0.124801019,0.053804521,0.175422
Iowa,IA,Keokuk,19107,0.287488061,0.421521808,0.055396371,0.035657434,0.433301496,0.490289717,0.175103
Minnesota,MN,Big Stone,27011,0.156638013,0.510028653,0.130213308,0.859598854,0.182107609,0.338108883,0.174785
Indiana,IN,Howard,18067,0.440942375,0.732250876,0.374721426,0.17765043,0.095192614,0.323145495,0.174467
New York,NY,Nassau,36059,0.047437122,0.025469596,0.878064311,0.069723018,0.475963069,0.439350525,0.174148
Nebraska,NE,Adams,31001,0.270932824,0.29162687,0.611270296,0.269977714,0.608404967,0.012734798,0.17383
Nebraska,NE,Madison,31119,0.347023241,0.23336517,0.796561605,0.607449857,0.334925183,0.005412289,0.173512
Vermont,VT,Franklin,50011,0.17669532,0.206622095,0.229544731,0.421840178,0.818529131,0.123209169,0.173193
Missouri,MO,Osage,29151,0.171283031,0.121617319,0.052212671,0.361349889,0.211397644,0.738618274,0.172875
Kansas,KS,Miami,20121,0.039159503,0.301496339,0.123209169,0.068449538,0.356892709,0.691499522,0.172557
